date,crime_type,state,Primary Category,Secondary Category,Months Difference,Crime Severity
2010-01-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,179,9.5
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179,6.5
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179,7.5
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179,7.5
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179,7.5
2010-01-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,ROBBERY,California,Violent Crimes,ROBBERY,179,7.5
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179,6.5
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179,8.0
2010-01-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,179,8.0
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,178,6.5
2010-02-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,178,7.5
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,ROBBERY,California,Violent Crimes,ROBBERY,178,7.5
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BURGLARY,California,Property Crimes,BURGLARY,178,6.5
2010-02-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172,7.5
2010-02-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,178,8.0
2010-03-01,ARSON,California,Miscellaneous Crimes,ARSON,177,6.0
2010-03-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,177,9.5
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,177,7.5
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,ROBBERY,California,Violent Crimes,ROBBERY,177,7.5
2010-03-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,177,6.5
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,BURGLARY,California,Property Crimes,BURGLARY,177,6.5
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-03-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,177,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,ROBBERY,California,Violent Crimes,ROBBERY,176,7.5
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,176,6.5
2010-04-01,KIDNAPPING - GRAND ATTEMPT,California,Violent Crimes,KIDNAPPING,176,9.0
2010-04-01,CRIMINAL HOMICIDE,California,Violent Crimes,HOMICIDE,176,10.0
2010-04-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,176,7.5
2010-04-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,176,7.5
2010-04-01,ROBBERY,California,Violent Crimes,ROBBERY,176,7.5
2010-04-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-04-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,176,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BURGLARY,California,Property Crimes,BURGLARY,175,6.5
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,ROBBERY,California,Violent Crimes,ROBBERY,175,7.5
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,ROBBERY,California,Violent Crimes,ROBBERY,175,7.5
2010-05-01,KIDNAPPING,California,Violent Crimes,KIDNAPPING,175,9.0
2010-05-01,BURGLARY,California,Property Crimes,BURGLARY,175,6.5
2010-05-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,175,6.5
2010-05-01,ROBBERY,California,Violent Crimes,ROBBERY,175,7.5
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,175,8.0
2010-05-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,175,8.0
2010-05-01,ROBBERY,California,Violent Crimes,ROBBERY,175,7.5
2010-05-01,ROBBERY,California,Violent Crimes,ROBBERY,175,7.5
2010-06-01,ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-05-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,175,6.5
2010-06-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-05-01,BURGLARY,California,Property Crimes,BURGLARY,175,6.5
2010-05-01,BURGLARY,California,Property Crimes,BURGLARY,175,6.5
2010-06-01,ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,174,8.0
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BURGLARY,California,Property Crimes,BURGLARY,174,6.5
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,174,6.5
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-06-01,ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-06-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,OTHER ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,174,9.5
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,ROBBERY,California,Violent Crimes,ROBBERY,174,7.5
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-06-01,BURGLARY,California,Property Crimes,BURGLARY,174,6.5
2010-06-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173,6.5
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,173,9.5
2010-07-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,173,9.5
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173,8.0
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173,7.5
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,172,8.0
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172,7.5
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172,6.5
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172,6.5
2010-08-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,172,7.5
2010-08-01,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172,6.5
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172,7.5
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172,7.5
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172,8.0
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172,7.5
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172,6.5
2010-09-01,ROBBERY,California,Violent Crimes,ROBBERY,171,7.5
2010-09-01,ROBBERY,California,Violent Crimes,ROBBERY,171,7.5
2010-09-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,171,8.0
2010-09-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,171,8.0
2010-09-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,ROBBERY,California,Violent Crimes,ROBBERY,171,7.5
2010-09-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,BURGLARY,California,Property Crimes,BURGLARY,171,6.5
2010-09-01,BURGLARY,California,Property Crimes,BURGLARY,171,6.5
2010-09-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,171,8.0
2010-09-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,171,6.5
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170,7.5
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170,7.5
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,California,Sexual Offenses,SEXUAL,170,8.0
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170,6.5
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170,6.5
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170,8.0
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170,6.5
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,169,8.0
2010-11-01,CRIMINAL HOMICIDE,California,Violent Crimes,HOMICIDE,169,10.0
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169,7.5
2010-11-01,INTIMATE PARTNER - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,ARSON,California,Miscellaneous Crimes,ARSON,169,6.0
2010-01-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,179,6.5
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169,7.5
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169,7.5
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169,8.0
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169,8.0
2010-12-01,BURGLARY,California,Property Crimes,BURGLARY,168,6.5
2010-12-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,168,9.5
2010-12-01,ROBBERY,California,Violent Crimes,ROBBERY,168,7.5
2010-12-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,168,8.0
