ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11037294,JA371270,03/18/2015 12:00:00 PM,0000X W WACKER DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,False,111,1.0,42.0,32.0,11,,,2015,08/01/2017 03:52:26 PM,,,
11646293,JC213749,12/20/2018 03:00:00 PM,023XX N LOCKWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2515,25.0,36.0,19.0,11,,,2018,04/06/2019 04:04:43 PM,,,
11645836,JC212333,05/01/2016 12:25:00 AM,055XX S ROCKWELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,824,8.0,15.0,63.0,11,,,2016,04/06/2019 04:04:43 PM,,,
11645959,JC211511,12/20/2018 04:00:00 PM,045XX N ALBANY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1724,17.0,33.0,14.0,08A,,,2018,04/06/2019 04:04:43 PM,,,
11645601,JC212935,06/01/2014 12:01:00 AM,087XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2222,22.0,21.0,71.0,11,,,2014,04/06/2019 04:04:43 PM,,,
11646166,JC213529,09/01/2018 12:01:00 AM,082XX S INGLESIDE AVE,0810,THEFT,OVER $500,RESIDENCE,False,True,631,6.0,8.0,44.0,06,,,2018,04/06/2019 04:04:43 PM,,,
11645648,JC212959,01/01/2018 08:00:00 AM,024XX N MONITOR AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2515,25.0,30.0,19.0,11,,,2018,04/06/2019 04:04:43 PM,,,
11645557,JC212685,04/01/2018 12:01:00 AM,080XX S VERNON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,631,6.0,6.0,44.0,11,,,2018,04/06/2019 04:04:43 PM,,,
11645527,JC212744,02/02/2015 10:00:00 AM,069XX W ARCHER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,811,8.0,23.0,56.0,11,,,2015,04/06/2019 04:04:43 PM,,,
11645833,JC213044,05/05/2012 12:25:00 PM,057XX W OHIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1511,15.0,29.0,25.0,11,,,2012,04/06/2019 04:04:43 PM,,,
11645568,JC212803,12/18/2018 11:00:00 AM,032XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1924,19.0,44.0,6.0,11,,,2018,04/06/2019 04:04:43 PM,,,
12045583,JD226426,05/07/2020 10:24:00 AM,035XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,212,2.0,3.0,35.0,06,1178180.0,1881621.0,2020,05/14/2020 08:47:15 AM,41.830481843,-87.621751752,"(41.830481843, -87.621751752)"
12031001,JD209965,04/16/2020 05:00:00 AM,005XX W 32ND ST,0460,BATTERY,SIMPLE,APARTMENT,True,False,915,9.0,11.0,60.0,08B,1173292.0,1883705.0,2020,04/23/2020 03:45:11 PM,41.836310224,-87.639624112,"(41.836310224, -87.639624112)"
12093529,JD282112,07/01/2020 10:16:00 AM,081XX S COLES AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,422,4.0,7.0,46.0,04A,1198234.0,1851595.0,2020,07/08/2020 03:41:45 PM,41.747609555,-87.549179329,"(41.747609555, -87.549179329)"
12178140,JD381597,09/27/2020 11:29:00 PM,065XX S WOLCOTT AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,726,7.0,15.0,67.0,08B,1164812.0,1861251.0,2020,10/04/2020 03:43:55 PM,41.77487752,-87.671374872,"(41.77487752, -87.671374872)"
4144897,HL474854,07/10/2005 03:00:00 PM,062XX S ABERDEEN ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,712,7.0,16.0,68.0,04B,1170050.0,1863524.0,2005,02/28/2018 03:56:25 PM,41.781002663,-87.652107119,"(41.781002663, -87.652107119)"
1744168,G553545,09/15/2001 02:00:00 AM,013XX W POLK ST,0460,BATTERY,SIMPLE,STREET,False,False,1213,12.0,,,08B,,,2001,08/17/2015 03:03:40 PM,,,
11641644,JC207234,03/31/2019 09:30:00 AM,005XX N ogden ave,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1215,12.0,1.0,24.0,06,,,2019,04/07/2019 04:05:59 PM,,,
11615821,JC176668,01/01/2016 12:00:00 PM,054XX N NATCHEZ AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,False,True,1613,16.0,45.0,10.0,11,,,2016,03/08/2019 04:36:43 PM,,,
12126129,JD321064,08/04/2020 08:28:00 PM,081XX S LOOMIS BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,613,6.0,21.0,71.0,15,1168412.0,1850836.0,2020,08/11/2020 03:42:53 PM,41.746220584,-87.658477307,"(41.746220584, -87.658477307)"
11642709,JC208560,03/31/2019 11:00:00 AM,0000X E MONROE ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,112,1.0,42.0,32.0,06,,,2019,04/07/2019 04:05:59 PM,,,
11642710,JC209088,03/31/2019 01:00:00 AM,015XX N WELLS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1821,18.0,27.0,8.0,06,,,2019,04/07/2019 04:05:59 PM,,,
11641400,JC207897,07/26/2018 01:00:00 PM,041XX N KEELER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1722,17.0,39.0,16.0,11,,,2018,04/02/2019 04:10:50 PM,,,
11646766,JC214025,01/01/2018 09:10:00 AM,019XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1811,18.0,43.0,7.0,11,,,2018,04/07/2019 04:05:59 PM,,,
11646447,JC213946,10/24/2008 02:30:00 PM,036XX N NARRAGANSETT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1633,16.0,36.0,17.0,11,,,2008,04/07/2019 04:05:59 PM,,,
11646550,JC214099,10/04/2018 12:00:00 PM,092XX S PERRY AVE,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,False,False,634,6.0,21.0,49.0,10,,,2018,04/07/2019 04:05:59 PM,,,
12010314,JD186932,03/15/2020 09:00:00 PM,051XX W HURON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1531,15.0,37.0,25.0,08A,1141763.0,1904131.0,2020,03/22/2020 03:41:57 PM,41.893002363,-87.754811709,"(41.893002363, -87.754811709)"
12067286,JD251718,06/02/2020 10:00:00 PM,042XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,STREET,True,False,925,9.0,11.0,61.0,06,1172009.0,1876708.0,2020,06/09/2020 03:43:29 PM,41.817138145,-87.644537728,"(41.817138145, -87.644537728)"
4229528,HL545852,08/12/2005 11:00:00 PM,063XX S COTTAGE GROVE AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,True,False,312,3.0,20.0,42.0,24,1182654.0,1863077.0,2005,02/28/2018 03:56:25 PM,41.779492755,-87.605912536,"(41.779492755, -87.605912536)"
11641640,JC207466,03/31/2019 12:30:00 PM,037XX W Ogden Ave,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,False,1014,10.0,24.0,29.0,06,,,2019,04/07/2019 04:05:59 PM,,,
11644829,JC211523,04/01/2019 03:00:00 PM,005XX W ARLINGTON PL,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1935,19.0,43.0,7.0,06,,,2019,04/08/2019 04:19:35 PM,,,
11647549,JC214237,06/07/2018 03:00:00 PM,102XX S EGGLESTON AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,2232,22.0,9.0,73.0,06,,,2018,04/09/2019 04:17:05 PM,,,
11646393,JC213889,12/01/2018 08:00:00 AM,026XX W 25TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1034,10.0,24.0,30.0,11,,,2018,04/07/2019 04:05:59 PM,,,
11031104,JA362043,07/24/2008 12:01:00 AM,031XX W FILLMORE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,True,1134,11.0,24.0,29.0,17,,,2008,07/26/2017 03:56:50 PM,,,
12163191,JD364357,09/11/2020 10:44:00 PM,008XX N TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1121,11.0,27.0,23.0,08B,1153223.0,1905475.0,2020,09/07/2021 03:41:02 PM,41.896470682,-87.712687444,"(41.896470682, -87.712687444)"
12142075,JD339709,08/21/2020 12:00:00 AM,015XX N MILWAUKEE AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,1424,14.0,1.0,24.0,04B,1163078.0,1910357.0,2020,08/28/2020 03:42:32 PM,41.90966592,-87.676354472,"(41.90966592, -87.676354472)"
11647702,JC214957,02/23/2019 11:00:00 PM,0000X E 75TH ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,623,6.0,6.0,69.0,06,,,2019,04/08/2019 04:19:35 PM,,,
11642696,JC209087,04/01/2019 12:00:00 AM,021XX W Crystal St,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,False,False,1424,14.0,2.0,24.0,06,,,2019,04/08/2019 04:19:35 PM,,,
11647523,JC215281,11/11/2018 12:01:00 AM,016XX W WALLEN AVE,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,APARTMENT,False,False,2432,24.0,49.0,1.0,12,,,2018,04/08/2019 04:19:35 PM,,,
11642705,JC208563,04/01/2019 08:25:00 PM,026XX N DAYTON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1935,19.0,43.0,7.0,26,,,2019,04/08/2019 04:19:35 PM,,,
11648173,JC216048,11/01/2018 12:00:00 AM,062XX S MARSHFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,714,7.0,16.0,67.0,11,,,2018,04/08/2019 04:19:35 PM,,,
12005594,JD181480,03/11/2020 12:00:00 AM,040XX W 26TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1031,10.0,22.0,30.0,06,1150021.0,1886423.0,2020,03/18/2020 03:41:17 PM,41.844252757,-87.724943845,"(41.844252757, -87.724943845)"
12070567,JD249245,06/01/2020 01:20:00 AM,024XX N MILWAUKEE AVE,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,False,False,1414,14.0,1.0,22.0,05,1156086.0,1916141.0,2020,07/06/2020 03:40:17 PM,41.925681769,-87.701883719,"(41.925681769, -87.701883719)"
12057551,JD240361,05/23/2020 12:20:00 PM,068XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,724,7.0,17.0,67.0,08B,1168179.0,1859299.0,2020,09/07/2021 03:41:02 PM,41.769449202,-87.659088027,"(41.769449202, -87.659088027)"
12057185,JD239952,05/22/2020 10:29:00 PM,0000X N LOREL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1522,15.0,28.0,25.0,18,1140721.0,1899686.0,2020,05/29/2020 03:41:25 PM,41.880823946,-87.758747941,"(41.880823946, -87.758747941)"
12107263,JD298884,07/15/2020 10:15:00 PM,070XX S CHAPPEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,331,3.0,5.0,43.0,08A,1191099.0,1858560.0,2020,07/22/2020 03:42:12 PM,41.766897557,-87.575098672,"(41.766897557, -87.575098672)"
11445072,JB415614,08/30/2018 07:45:00 PM,031XX W HARRISON ST,2027,NARCOTICS,POSS: CRACK,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,27.0,18,,,2018,04/13/2019 03:55:48 PM,,,
11645849,JC209353,11/27/2018 08:43:00 PM,0000X E CERMAK RD,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN/LIQUOR STORE,True,False,131,1.0,3.0,33.0,22,,,2018,04/09/2019 04:17:05 PM,,,
1961333,HH151835,01/27/2002 03:15:00 PM,024XX W 43 ST,0560,ASSAULT,SIMPLE,STREET,False,False,914,9.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
11451058,JB397122,08/17/2018 10:15:00 AM,038XX W MONROE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1122,11.0,28.0,26.0,18,,,2018,04/09/2019 04:24:58 PM,,,
11648237,JC216157,01/01/2012 12:00:00 PM,115XX S CAMPBELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2212,22.0,19.0,75.0,11,,,2012,04/09/2019 04:24:58 PM,,,
11648354,JC216274,01/31/2017 12:00:00 AM,070XX S FAIRFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,831,8.0,17.0,66.0,11,,,2017,04/09/2019 04:24:58 PM,,,
11648713,JC216698,02/25/2017 06:00:00 PM,048XX N AVERS AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,1712,17.0,39.0,14.0,02,,,2017,04/09/2019 04:24:58 PM,,,
11648822,JC216887,12/13/2011 12:00:00 AM,115XX S MARSHFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATHLETIC CLUB,False,False,2234,22.0,34.0,75.0,11,,,2011,04/09/2019 04:24:58 PM,,,
11642699,JC209083,04/02/2019 11:44:00 AM,016XX W LUNT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,2423,24.0,49.0,1.0,06,,,2019,04/09/2019 04:24:58 PM,,,
11648485,JC216504,11/01/2018 12:00:00 AM,076XX S PAXTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,414,4.0,8.0,43.0,11,,,2018,04/09/2019 04:24:58 PM,,,
11648807,JC216267,04/01/2019 11:00:00 AM,057XX S KIMBARK AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,235,2.0,5.0,41.0,06,,,2019,04/09/2019 04:24:58 PM,,,
11648818,JC216121,05/08/2016 09:45:00 AM,0000X W 73RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,731,7.0,6.0,69.0,11,,,2016,04/09/2019 04:24:58 PM,,,
11648241,JC216160,07/25/2014 09:00:00 AM,040XX W 115TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2211,22.0,19.0,74.0,11,,,2014,04/09/2019 04:24:58 PM,,,
11649199,JC217367,11/23/2018 08:00:00 AM,070XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,False,False,2411,24.0,50.0,2.0,11,,,2018,04/09/2019 04:24:58 PM,,,
11648806,JC216119,12/01/2013 09:20:00 AM,001XX E MARQUETTE RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,322,3.0,6.0,69.0,11,,,2013,04/09/2019 04:24:58 PM,,,
11649227,JC217417,12/26/2018 01:00:00 PM,073XX N RIDGE BLVD,0810,THEFT,OVER $500,RESIDENCE,False,False,2424,24.0,49.0,1.0,06,,,2018,04/09/2019 04:24:58 PM,,,
12178347,JD382022,09/28/2020 10:23:00 AM,038XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,1133,11.0,28.0,26.0,08A,1150770.0,1898411.0,2020,10/05/2020 03:40:46 PM,41.877134658,-87.721881801,"(41.877134658, -87.721881801)"
12164381,JD361415,09/09/2020 09:23:00 AM,081XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,631,6.0,6.0,44.0,08A,1180660.0,1851072.0,2020,09/16/2020 03:41:25 PM,41.746595831,-87.613590958,"(41.746595831, -87.613590958)"
12072697,JD257284,06/06/2020 07:45:00 AM,065XX S UNIVERSITY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,321,3.0,5.0,42.0,08A,1184679.0,1861785.0,2020,06/13/2020 03:42:03 PM,41.775900146,-87.598529213,"(41.775900146, -87.598529213)"
12126191,JD321188,08/05/2020 01:00:00 AM,025XX S MICHIGAN AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,True,False,133,1.0,4.0,33.0,08B,1177647.0,1887564.0,2020,08/12/2020 03:41:51 PM,41.846801978,-87.623527134,"(41.846801978, -87.623527134)"
12018869,JD196508,03/27/2020 11:20:00 PM,066XX S SPAULDING AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,False,False,831,8.0,15.0,66.0,15,1155539.0,1860219.0,2020,04/03/2020 03:58:11 PM,41.772236394,-87.705396225,"(41.772236394, -87.705396225)"
12068919,JD253635,06/04/2020 02:15:00 PM,010XX W DIVISION ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,1822,18.0,27.0,8.0,08A,1169314.0,1908181.0,2020,06/11/2020 03:42:13 PM,41.903561493,-87.653509519,"(41.903561493, -87.653509519)"
12044629,JD225380,05/05/2020 10:00:00 PM,079XX S THROOP ST,0810,THEFT,OVER $500,STREET,False,False,612,6.0,21.0,71.0,06,1169042.0,1851982.0,2020,05/12/2020 03:42:00 PM,41.749351783,-87.656135797,"(41.749351783, -87.656135797)"
12157580,JD357987,09/05/2020 11:50:00 PM,022XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,True,1223,12.0,27.0,28.0,08B,1161251.0,1900967.0,2020,09/12/2020 03:41:32 PM,41.883937205,-87.683327432,"(41.883937205, -87.683327432)"
12045468,JD225478,05/05/2020 10:00:00 PM,104XX S AVENUE M,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,432,4.0,10.0,52.0,07,1201505.0,1836426.0,2020,05/12/2020 03:42:00 PM,41.705902269,-87.537707456,"(41.705902269, -87.537707456)"
12132877,JD329246,08/12/2020 02:20:00 AM,102XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,511,5.0,9.0,49.0,14,1180720.0,1837168.0,2020,08/19/2020 03:51:00 PM,41.708440181,-87.613796977,"(41.708440181, -87.613796977)"
12097474,JD287186,07/05/2020 05:18:00 PM,007XX N CENTRAL AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,True,1511,15.0,29.0,25.0,08B,1138896.0,1904260.0,2020,09/07/2021 03:41:02 PM,41.893408918,-87.765338129,"(41.893408918, -87.765338129)"
12005082,JD180933,03/10/2020 03:40:00 PM,016XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,714,7.0,16.0,67.0,08B,1166666.0,1862932.0,2020,03/17/2020 03:41:47 PM,41.779451037,-87.664530441,"(41.779451037, -87.664530441)"
12007650,JD183972,03/12/2020 08:00:00 PM,092XX S LUELLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,413,4.0,7.0,48.0,14,1192789.0,1843974.0,2020,03/19/2020 03:45:37 PM,41.726831283,-87.569378932,"(41.726831283, -87.569378932)"
12153480,JD353103,08/20/2020 10:00:00 AM,087XX S STATE ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,632,6.0,21.0,44.0,10,1177810.0,1847135.0,2020,09/04/2020 03:39:55 PM,41.735857166,-87.624152861,"(41.735857166, -87.624152861)"
11649962,JC218252,01/16/2018 10:25:00 AM,087XX S BISHOP ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2222,22.0,21.0,71.0,11,,,2018,04/10/2019 04:14:14 PM,,,
12038537,JD218490,04/27/2020 10:00:00 AM,048XX W HIRSCH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2533,25.0,37.0,25.0,11,1143843.0,1908874.0,2020,05/04/2020 03:42:21 PM,41.90597895,-87.747053523,"(41.90597895, -87.747053523)"
12028031,JD204153,04/07/2020 04:50:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,312,3.0,20.0,42.0,04B,1180025.0,1862499.0,2020,04/15/2020 03:40:35 PM,41.777967289,-87.615568353,"(41.777967289, -87.615568353)"
12149106,JD346721,08/27/2020 01:00:00 AM,057XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,232,2.0,20.0,40.0,06,1178134.0,1867092.0,2020,09/03/2020 03:42:52 PM,41.790614044,-87.622361533,"(41.790614044, -87.622361533)"
12130216,JD325560,08/08/2020 10:10:00 PM,029XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,True,1135,11.0,27.0,27.0,14,1156794.0,1897225.0,2020,08/15/2020 03:43:11 PM,41.873760261,-87.699795456,"(41.873760261, -87.699795456)"
12155951,JD356001,09/02/2020 02:00:00 PM,001XX W GOETHE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1821,18.0,2.0,8.0,14,1175214.0,1909036.0,2020,09/09/2020 03:41:54 PM,41.905777306,-87.631812009,"(41.905777306, -87.631812009)"
12021433,JD199345,04/01/2020 12:00:00 AM,050XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1532,15.0,28.0,25.0,14,1142697.0,1900032.0,2020,04/08/2020 03:43:01 PM,41.88173688,-87.751483513,"(41.88173688, -87.751483513)"
11649963,JC217297,02/25/2019 09:00:00 AM,009XX N Racine Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1213,12.0,27.0,24.0,11,,,2019,04/10/2019 04:14:14 PM,,,
11649676,JC217968,03/09/2018 07:00:00 AM,050XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,223,2.0,3.0,38.0,11,,,2018,04/10/2019 04:14:14 PM,,,
11649438,JC217626,12/01/2018 10:00:00 AM,0000X W HUBBARD ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,False,False,1831,18.0,42.0,8.0,12,,,2018,04/10/2019 04:14:14 PM,,,
11649978,JC217323,04/27/2010 09:45:00 AM,009XX W 72ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,733,7.0,6.0,68.0,11,,,2010,04/10/2019 04:14:14 PM,,,
11416849,JB171421,04/27/2018 12:00:00 AM,055XX S SACRAMENTO AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,False,824,8.0,14.0,63.0,26,,,2018,04/10/2019 04:14:14 PM,,,
11649626,JC217834,08/20/2018 12:00:00 AM,005XX W DEMING PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1935,19.0,43.0,7.0,11,,,2018,04/10/2019 04:14:14 PM,,,
11649965,JC217381,11/09/2010 03:30:00 AM,045XX S CALUMET AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,215,2.0,3.0,38.0,11,,,2010,04/10/2019 04:14:14 PM,,,
11649947,JC217353,06/07/2018 04:50:00 PM,047XX S INGLESIDE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,222,2.0,4.0,39.0,11,,,2018,04/10/2019 04:14:14 PM,,,
11649752,JC218094,03/19/2016 03:03:00 PM,069XX N CLARK ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,LIBRARY,False,False,2431,24.0,49.0,1.0,11,,,2016,04/10/2019 04:14:14 PM,,,
12175074,JD377353,09/18/2020 05:00:00 PM,007XX W ADDISON ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1925,19.0,46.0,6.0,06,1170599.0,1924135.0,2020,09/27/2020 03:40:25 PM,41.947311989,-87.648321298,"(41.947311989, -87.648321298)"
12110981,JD303391,07/20/2020 01:30:00 AM,007XX E 47TH ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,223,2.0,4.0,38.0,04B,1182174.0,1874015.0,2020,07/28/2020 03:45:28 PM,41.809518699,-87.607333603,"(41.809518699, -87.607333603)"
12036246,JD215867,04/23/2020 12:00:00 PM,085XX S CALUMET AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,632,6.0,6.0,44.0,06,1179963.0,1848497.0,2020,04/30/2020 03:42:06 PM,41.739545702,-87.616223543,"(41.739545702, -87.616223543)"
12122483,JD316923,07/31/2020 11:15:00 PM,021XX N SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2525,25.0,26.0,22.0,08B,1150028.0,1914088.0,2020,08/07/2020 03:42:19 PM,41.920168413,-87.724197537,"(41.920168413, -87.724197537)"
12098557,JD288415,02/01/2019 12:01:00 AM,025XX W 50TH ST,0460,BATTERY,SIMPLE,RESIDENCE,False,True,923,9.0,14.0,63.0,08B,1160373.0,1871438.0,2019,07/09/2020 03:44:39 PM,41.802924631,-87.687367104,"(41.802924631, -87.687367104)"
12201546,JD408379,10/22/2020 09:55:00 AM,044XX N SEELEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1911,19.0,47.0,4.0,11,,,2020,10/29/2020 03:45:00 PM,,,
12146876,JD345261,08/10/2020 08:30:00 AM,030XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1934,19.0,44.0,6.0,07,1170665.0,1920334.0,2020,08/28/2020 03:40:39 PM,41.936880447,-87.648190373,"(41.936880447, -87.648190373)"
11650067,JC218386,07/28/2013 12:00:00 PM,003XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,113,1.0,42.0,32.0,11,,,2013,04/10/2019 04:14:14 PM,,,
